Date,Confirmed cases Barisal,Case rate Barisal,Deaths Barisal,Death Rate Barisal,Confirmed cases CTG,Case rate CTG,Deaths CTG,Death Rate CTG,Confirmed cases DHK,Case rate DHK,Deaths DHK,Death Rate DHK,Confirmed cases Khulna,Case rate Khulna,Deaths Khulna,Death Rate Khulna,Confirmed cases MMsingh,Case rate MMsingh,Deaths MMsingh,Death Rate MMsingh,Confirmed cases Rajshahi,Case rate Rajshahi,Deaths Rajshahi,Death Rate Rajshahi,Confirmed cases Rangpur,Case rate Rangpur,Deaths Rangpur,Death Rate Rangpur,Confirmed cases Sylhet,Case rate Sylhet,Deaths Sylhet,Death Rate Sylhet,Confirmed cases allover Bangladesh,Case rate allover Bangladesh,Deaths allover Bangladesh,Death Rate allover Bangladesh
Nov-20,31,8,17,0.9,158,5,17,0.9,958,14,17,0.9,37,6,17,0.9,19,7,17,0.9,59,5,17,0.9,61,14,17,0.9,34,5,17,0.9,1842,12,17,0.9
Nov-20,52,17,15,1,164,7,15,1,794,14,15,1,40,8,15,1,17,7,15,1,65,8,15,1,29,11,15,1,26,5,15,1,1469,11,15,1
Nov-20,19,7,13,1,122,5,13,1,964,16,13,1,34,11,13,1,21,9,13,1,44,5,13,1,21,12,13,1,35,7,13,1,1289,11,13,1
Nov-20,56,16,18,1.2,147,6,18,1.2,1123,16,18,1.2,38,6,18,1.2,17,7,18,1.2,101,15,18,1.2,19,6,18,1.2,27,4,18,1.2,1474,12,18,1.2
Nov-20,37,13,25,1.5,248,8,25,1.5,1121,16,25,1.5,37,6,25,1.5,22,7,25,1.5,63,7,25,1.5,43,13,25,1.5,70,11,25,1.5,1683,12,25,1.5
Nov-20,46,12,16,0.9,173,7,16,0.9,1179,17,16,0.9,27,4,16,0.9,28,10,16,0.9,92,8,16,0.9,54,14,16,0.9,28,4,16,0.9,1699,13,16,0.9
Nov-20,44,10,19,1.1,215,6,19,1.1,1105,16,19,1.1,34,5,19,1.1,12,4,19,1.1,67,5,19,1.1,44,12,19,1.1,54,8,19,1.1,1733,12,19,1.1
Nov-20,45,13,13,0.7,198,7,13,0.7,1199,17,13,0.7,39,6,13,0.7,9,3,13,0.7,42,6,13,0.7,58,18,13,0.7,41,6,13,0.7,1845,11,13,0.7
Nov-20,52,17,19,1.1,167,8,19,1.1,825,18,19,1.1,42,7,19,1.1,19,7,19,1.1,62,5,19,1.1,35,13,19,1.1,38,8,19,1.1,1767,13,19,1.1
Nov-20,14,8,14,0.9,139,6,14,0.9,1280,20,14,0.9,33,9,14,0.9,10,5,14,0.9,86,5,14,0.9,26,10,14,0.9,24,5,14,0.9,1531,13,14,0.9
Nov-20,51,12,21,1.1,272,10,21,1.1,1209,16,21,1.1,38,5,21,1.1,7,3,21,1.1,83,7,21,1.1,50,12,21,1.1,39,6,21,1.1,1837,13,21,1.1
Nov-20,40,12,21,1,190,7,21,1,1466,19,21,1,31,4,21,1,17,6,21,1,75,7,21,1,47,15,21,1,45,7,21,1,2139,14,21,1
Nov-20,38,9,39,1.8,255,8,39,1.8,1348,18,39,1.8,60,8,39,1.8,28,11,39,1.8,83,6,39,1.8,54,15,39,1.8,26,5,39,1.8,2212,14,39,1.8
Nov-20,29,7,21,1,268,7,21,1,1502,18,21,1,46,7,21,1,36,11,21,1,69,6,21,1,58,14,21,1,29,6,21,1,2111,13,21,1
Nov-20,39,9,30,1.3,208,6,30,1.3,1398,19,30,1.3,41,6,30,1.3,21,7,30,1.3,73,8,30,1.3,61,15,30,1.3,27,7,30,1.3,2364,13,30,1.3
Nov-20,37,12,17,0.7,193,8,17,0.7,1151,22,17,0.7,50,10,17,0.7,15,6,17,0.7,76,6,17,0.7,55,18,17,0.7,24,5,17,0.7,2275,15,17,0.7
Nov-20,16,7,28,1.5,232,9,28,1.5,1500,22,28,1.5,49,9,28,1.5,21,7,28,1.5,107,9,28,1.5,38,15,28,1.5,21,4,28,1.5,1847,15,28,1.5
Nov-20,50,12,38,1.8,367,11,38,1.8,1477,21,38,1.8,38,6,38,1.8,13,4,38,1.8,77,11,38,1.8,53,17,38,1.8,41,6,38,1.8,2060,15,38,1.8
Nov-20,41,12,28,1.2,297,11,28,1.2,1313,19,28,1.2,59,8,28,1.2,32,11,28,1.2,72,7,28,1.2,61,15,28,1.2,46,7,28,1.2,2419,15,28,1.2
Nov-20,35,8,32,1.4,221,8,32,1.4,1465,19,32,1.4,53,9,32,1.4,51,16,32,1.4,98,8,32,1.4,58,14,32,1.4,39,6,32,1.4,2230,15,32,1.4
Nov-20,44,11,39,1.8,274,8,39,1.8,1249,18,39,1.8,80,11,39,1.8,24,8,39,1.8,100,8,39,1.8,71,21,39,1.8,41,6,39,1.8,2156,13,39,1.8
Nov-20,53,12,37,1.6,316,9,37,1.6,1626,20,37,1.6,42,6,37,1.6,19,6,37,1.6,64,5,37,1.6,69,18,37,1.6,42,7,37,1.6,2292,13,37,1.6
Nov-20,39,12,20,0.9,288,9,20,0.9,951,19,20,0.9,38,8,20,0.9,36,13,20,0.9,99,9,20,0.9,46,14,20,0.9,37,6,20,0.9,2273,14,20,0.9
Nov-20,26,9,36,1.9,156,5,36,1.9,1300,21,36,1.9,36,9,36,1.9,22,10,36,1.9,104,9,36,1.9,38,16,36,1.9,26,5,36,1.9,1908,14,36,1.9
Nov-20,41,11,29,1.6,367,11,29,1.6,1492,20,29,1.6,32,6,29,1.6,26,9,29,1.6,52,7,29,1.6,87,25,29,1.6,32,6,29,1.6,1788,13,29,1.6
Nov-20,50,14,35,1.4,297,9,35,1.4,1436,20,35,1.4,65,10,35,1.4,23,9,35,1.4,98,8,35,1.4,84,21,35,1.4,37,6,35,1.4,2525,16,35,1.4
Dec-20,44,11,31,1.4,335,10,31,1.4,1452,20,31,1.4,29,5,31,1.4,23,9,31,1.4,83,9,31,1.4,62,19,31,1.4,42,7,31,1.4,2293,15,31,1.4
Dec-20,42,10,38,1.7,237,7,38,1.7,1348,18,38,1.7,31,6,38,1.7,39,13,38,1.7,140,11,38,1.7,69,16,38,1.7,35,6,38,1.7,2198,14,38,1.7
Dec-20,34,13,35,1.5,356,10,35,1.5,1601,19,35,1.5,55,8,35,1.5,21,6,35,1.5,93,9,35,1.5,73,16,35,1.5,52,8,35,1.5,2316,14,35,1.5
Dec-20,24,8,24,1.1,353,10,24,1.1,1117,19,24,1.1,45,11,24,1.1,17,5,24,1.1,136,17,24,1.1,59,19,24,1.1,30,8,24,1.1,2252,15,24,1.1
Dec-20,7,3,35,1.9,195,7,35,1.9,1085,19,35,1.9,29,6,35,1.9,36,12,35,1.9,80,7,35,1.9,58,13,35,1.9,13,3,35,1.9,1888,14,35,1.9
Dec-20,15,8,31,1.9,308,9,31,1.9,1442,19,31,1.9,51,8,31,1.9,18,7,31,1.9,37,6,31,1.9,54,17,31,1.9,22,5,31,1.9,1666,13,31,1.9
Dec-20,23,18,36,1.6,292,8,36,1.6,1234,17,36,1.6,67,10,36,1.6,30,9,36,1.6,90,9,36,1.6,47,11,36,1.6,15,2,36,1.6,2198,15,36,1.6
Dec-20,42,15,32,1.5,306,8,32,1.5,1365,19,32,1.5,64,9,32,1.5,20,6,32,1.5,124,10,32,1.5,60,15,32,1.5,23,5,32,1.5,2202,13,32,1.5
Dec-20,22,6,24,1.1,289,7,24,1.1,972,14,24,1.1,46,6,24,1.1,29,9,24,1.1,97,7,24,1.1,67,16,24,1.1,47,6,24,1.1,2159,13,24,1.1
Dec-20,29,7,37,2,260,8,37,2,1168,15,37,2,39,8,37,2,14,5,37,2,74,6,37,2,58,14,37,2,49,7,37,2,1861,11,37,2
Dec-20,28,10,19,1,244,8,19,1,629,14,19,1,42,7,19,1,23,8,19,1,53,8,19,1,33,12,19,1,53,9,19,1,1884,12,19,1
Dec-20,22,6,34,2.6,187,6,34,2.6,874,15,34,2.6,35,7,34,2.6,19,9,34,2.6,61,6,34,2.6,68,19,34,2.6,24,4,34,2.6,1329,11,34,2.6
Dec-20,22,6,32,2.4,279,8,32,2.4,983,13,32,2.4,29,6,32,2.4,26,12,32,2.4,66,5,32,2.4,57,16,32,2.4,36,6,32,2.4,1355,11,32,2.4
Dec-20,34,10,37,2.1,296,8,37,2.1,905,13,37,2.1,49,8,37,2.1,37,12,37,2.1,82,5,37,2.1,77,18,37,2.1,49,6,37,2.1,1799,11,37,2.1
Dec-20,21,7,40,2.1,297,9,40,2.1,1057,14,40,2.1,33,6,40,2.1,30,13,40,2.1,95,9,40,2.1,60,14,40,2.1,23,4,40,2.1,1877,10,40,2.1
Dec-20,20,6,27,1.7,184,5,27,1.7,604,11,27,1.7,33,6,27,1.7,16,6,27,1.7,80,5,27,1.7,57,11,27,1.7,33,4,27,1.7,1632,10,27,1.7
Dec-20,17,9,36,3.2,127,4,36,3.2,829,13,36,3.2,45,8,36,3.2,23,11,36,3.2,57,6,36,3.2,55,15,36,3.2,19,4,36,3.2,1134,9,36,3.2
Dec-20,29,9,25,1.9,241,6,25,1.9,603,11,25,1.9,8,2,25,1.9,9,5,25,1.9,57,5,25,1.9,40,13,25,1.9,25,4,25,1.9,1318,9,25,1.9
Dec-20,17,5,25,2,214,6,25,2,706,12,25,2,34,7,25,2,14,6,25,2,90,8,25,2,30,10,25,2,14,2,25,2,1267,10,25,2
Dec-20,23,7,38,3.3,186,6,38,3.3,747,11,38,3.3,31,6,38,3.3,29,12,38,3.3,51,9,38,3.3,38,14,38,3.3,23,5,38,3.3,1153,9,38,3.3
Dec-20,14,5,32,2.2,223,6,32,2.2,690,11,32,2.2,30,7,32,2.2,20,7,32,2.2,44,4,32,2.2,51,13,32,2.2,14,3,32,2.2,1470,9,32,2.2
Dec-20,23,8,17,1.3,226,8,17,1.3,739,11,17,1.3,18,3,17,1.3,18,7,17,1.3,60,4,17,1.3,34,11,17,1.3,19,3,17,1.3,1318,9,17,1.3
Dec-20,19,8,30,2.2,199,7,30,2.2,678,12,30,2.2,29,5,30,2.2,21,11,30,2.2,57,5,30,2.2,27,12,30,2.2,68,12,30,2.2,1367,9,30,2.2
Dec-20,8,3,19,1.5,173,6,19,1.5,663,11,19,1.5,26,4,19,1.5,23,12,19,1.5,54,6,19,1.5,40,10,19,1.5,14,2,19,1.5,1234,9,19,1.5
Dec-20,15,6,20,1.7,132,5,20,1.7,402,9,20,1.7,30,6,20,1.7,13,8,20,1.7,63,7,20,1.7,9,5,20,1.7,6,1,20,1.7,1163,8,20,1.7
Dec-20,16,7,30,3.6,188,6,30,3.6,550,11,30,3.6,32,6,30,3.6,13,7,30,3.6,42,4,30,3.6,36,14,30,3.6,19,3,30,3.6,834,8,30,3.6
Dec-20,16,5,24,2.3,193,6,24,2.3,557,10,24,2.3,16,4,24,2.3,3,1,24,2.3,53,8,24,2.3,22,9,24,2.3,6,1,24,2.3,1049,8,24,2.3
Dec-20,25,8,27,2.9,165,5,27,2.9,514,10,27,2.9,29,8,27,2.9,13,5,27,2.9,76,9,27,2.9,28,9,27,2.9,27,3,27,2.9,932,7,27,2.9
Dec-20,20,7,30,2.5,206,6,30,2.5,521,9,30,2.5,23,4,30,2.5,11,5,30,2.5,73,7,30,2.5,22,8,30,2.5,17,2,30,2.5,1181,8,30,2.5
Dec-20,14,4,22,1.8,137,5,22,1.8,512,11,22,1.8,13,3,22,1.8,16,8,22,1.8,68,9,22,1.8,16,7,22,1.8,29,4,22,1.8,1235,8,22,1.8
Dec-20,34,6,28,2.8,193,7,28,2.8,493,10,28,2.8,21,5,28,2.8,10,6,28,2.8,57,5,28,2.8,27,9,28,2.8,15,4,28,2.8,1014,8,28,2.8
Jan-21,5,3,17,1.7,95,4,17,1.7,300,9,17,1.7,7,2,17,1.7,7,4,17,1.7,29,6,17,1.7,23,10,17,1.7,10,3,17,1.7,990,8,17,1.7
Jan-21,14,5,23,3.4,136,5,23,3.4,478,11,23,3.4,33,6,23,3.4,13,8,23,3.4,30,3,23,3.4,6,4,23,3.4,10,1,23,3.4,684,7,23,3.4
Jan-21,7,4,27,3.2,182,6,27,3.2,517,10,27,3.2,11,2,27,3.2,13,7,27,3.2,65,12,27,3.2,16,7,27,3.2,6,2,27,3.2,835,8,27,3.2
Jan-21,4,3,24,2.6,149,4,24,2.6,540,9,24,2.6,25,5,24,2.6,5,2,24,2.6,35,3,24,2.6,22,8,24,2.6,31,3,24,2.6,910,8,24,2.6
Jan-21,13,5,20,2,132,5,20,2,406,7,20,2,28,4,20,2,9,3,20,2,53,4,20,2,21,7,20,2,25,5,20,2,991,7,20,2
Jan-21,11,3,17,1.7,175,4,17,1.7,546,8,17,1.7,28,5,17,1.7,2,1,17,1.7,40,5,17,1.7,19,7,17,1.7,32,4,17,1.7,978,6,17,1.7
Jan-21,20,5,31,3.1,190,5,31,3.1,431,8,31,3.1,23,3,31,3.1,12,4,31,3.1,25,3,31,3.1,26,6,31,3.1,32,4,31,3.1,1007,7,31,3.1
Jan-21,16,4,16,2,126,4,16,2,341,8,16,2,25,4,16,2,8,3,16,2,25,4,16,2,27,7,16,2,12,2,16,2,785,6,16,2
Jan-21,9,3,22,3.2,192,5,22,3.2,435,8,22,3.2,20,4,22,3.2,3,2,22,3.2,32,3,22,3.2,12,5,22,3.2,11,2,22,3.2,692,5,22,3.2
Jan-21,10,3,25,2.3,153,4,25,2.3,487,9,25,2.3,19,4,25,2.3,14,5,25,2.3,43,4,25,2.3,25,7,25,2.3,14,2,25,2.3,1071,8,25,2.3
Jan-21,7,2,22,2.6,106,3,22,2.6,360,7,22,2.6,32,5,22,2.6,8,2,22,2.6,27,2,22,2.6,12,3,22,2.6,23,2,22,2.6,849,6,22,2.6
Jan-21,10,3,16,2.2,164,5,16,2.2,406,7,16,2.2,46,7,16,2.2,17,6,16,2.2,52,3,16,2.2,33,7,16,2.2,21,3,16,2.2,718,5,16,2.2
Jan-21,12,3,14,1.6,130,3,14,1.6,445,8,14,1.6,16,3,14,1.6,11,3,14,1.6,45,3,14,1.6,19,5,14,1.6,15,2,14,1.6,890,6,14,1.6
Jan-21,16,4,16,2,160,4,16,2,467,8,16,2,15,3,16,2,9,4,16,2,32,4,16,2,27,8,16,2,24,3,16,2,813,5,16,2
Jan-21,10,3,13,1.7,92,3,13,1.7,323,7,13,1.7,36,5,13,1.7,5,2,13,1.7,21,2,13,1.7,22,8,13,1.7,9,2,13,1.7,762,6,13,1.7
Jan-21,10,3,21,3.6,103,3,21,3.6,320,6,21,3.6,8,1,21,3.6,10,3,21,3.6,34,2,21,3.6,7,3,21,3.6,9,1,21,3.6,578,5,21,3.6
Jan-21,16,4,23,4,120,4,23,4,442,7,23,4,27,6,23,4,10,4,23,4,30,5,23,4,15,6,23,4,16,2,23,4,569,4,23,4
Jan-21,17,5,16,2.3,114,3,16,2.3,368,6,16,2.3,9,2,16,2.3,6,2,16,2.3,49,4,16,2.3,11,5,16,2.3,19,2,16,2.3,697,5,16,2.3
Jan-21,9,3,20,2.8,127,3,20,2.8,339,6,20,2.8,21,3,20,2.8,8,3,20,2.8,62,4,20,2.8,9,3,20,2.8,11,1,20,2.8,702,5,20,2.8
Jan-21,13,4,8,1.2,134,3,8,1.2,386,6,8,1.2,19,3,8,1.2,2,1,8,1.2,40,3,8,1.2,11,4,8,1.2,6,1,8,1.2,656,4,8,1.2
Jan-21,4,1,16,2.7,140,3,16,2.7,318,6,16,2.7,14,3,16,2.7,6,3,16,2.7,41,4,16,2.7,19,7,16,2.7,28,4,16,2.7,584,4,16,2.7
Jan-21,3,1,15,2.4,59,2,15,2.4,272,5,15,2.4,8,1,15,2.4,6,2,15,2.4,25,2,15,2.4,4,2,15,2.4,10,1,15,2.4,619,4,15,2.4
Jan-21,11,4,22,5,92,2,22,5,289,6,22,5,29,5,22,5,9,5,22,5,18,2,22,5,15,4,22,5,12,2,22,5,436,4,22,5
Jan-21,23,6,20,4.2,103,3,20,4.2,269,5,20,4.2,10,2,20,4.2,6,3,20,4.2,33,4,20,4.2,16,5,20,4.2,46,5,20,4.2,473,3,20,4.2
Jan-21,6,2,18,3,104,2,18,3,288,5,18,3,8,1,18,3,10,3,18,3,26,3,18,3,8,3,18,3,31,3,18,3,602,4,18,3
Jan-21,7,2,14,2.7,97,2,14,2.7,278,5,14,2.7,10,1,14,2.7,4,1,14,2.7,35,3,14,2.7,12,4,14,2.7,27,3,14,2.7,515,4,14,2.7
Jan-21,7,2,17,3.2,101,2,17,3.2,281,4,17,3.2,6,1,17,3.2,3,1,17,3.2,32,3,17,3.2,6,2,17,3.2,12,1,17,3.2,528,3,17,3.2
Jan-21,11,4,15,2.9,69,2,15,2.9,272,5,15,2.9,6,1,15,2.9,3,1,15,2.9,25,3,15,2.9,13,5,15,2.9,15,2,15,2.9,509,3,15,2.9
Jan-21,9,3,7,1.5,60,2,7,1.5,226,5,7,1.5,11,2,7,1.5,4,2,7,1.5,17,2,7,1.5,11,4,7,1.5,7,1,7,1.5,454,4,7,1.5
Jan-21,7,3,17,4.7,89,3,17,4.7,200,5,17,4.7,9,2,17,4.7,3,1,17,4.7,28,4,17,4.7,5,3,17,4.7,7,1,17,4.7,363,3,17,4.7
Jan-21,8,3,16,4.3,75,2,16,4.3,260,5,16,4.3,7,1,16,4.3,6,3,16,4.3,22,4,16,4.3,2,1,16,4.3,17,2,16,4.3,369,3,16,4.3
Feb-21,6,2,10,2.3,141,3,10,2.3,235,4,10,2.3,17,3,10,2.3,7,3,10,2.3,39,4,10,2.3,8,3,10,2.3,10,1,10,2.3,443,4,10,2.3
Feb-21,9,2,12,2.3,98,3,12,2.3,243,4,12,2.3,13,2,12,2.3,10,4,12,2.3,29,2,12,2.3,7,3,12,2.3,5,1,12,2.3,525,4,12,2.3
Feb-21,4,1,13,3,79,2,13,3,215,3,13,3,8,1,13,3,4,1,13,3,26,3,13,3,8,3,13,3,19,2,13,3,438,3,13,3
Feb-21,9,2,13,2.7,128,3,13,2.7,251,4,13,2.7,15,2,13,2.7,5,2,13,2.7,34,4,13,2.7,7,3,13,2.7,16,2,13,2.7,485,3,13,2.7
Feb-21,7,2,7,1.6,33,1,7,1.6,156,4,7,1.6,11,2,7,1.6,3,1,7,1.6,24,3,7,1.6,7,3,7,1.6,5,0,7,1.6,435,3,7,1.6
Feb-21,7,2,8,2.6,76,2,8,2.6,156,3,8,2.6,5,1,8,2.6,3,1,8,2.6,21,2,8,2.6,2,1,8,2.6,1,0,8,2.6,305,3,8,2.6
Feb-21,11,4,15,5.1,101,3,15,5.1,184,3,15,5.1,7,1,15,5.1,4,2,15,5.1,18,3,15,5.1,6,2,15,5.1,1,0,15,5.1,292,2,15,5.1
Feb-21,9,3,16,5.1,100,2,16,5.1,215,4,16,5.1,11,2,16,5.1,5,2,16,5.1,19,2,16,5.1,4,2,16,5.1,4,0,16,5.1,316,2,16,5.1
Feb-21,2,1,8,2.1,85,2,8,2.1,183,3,8,2.1,19,3,8,2.1,7,3,8,2.1,20,2,8,2.1,11,2,8,2.1,17,2,8,2.1,387,3,8,2.1
Feb-21,5,1,10,2.6,85,2,10,2.6,231,4,10,2.6,16,2,10,2.6,7,2,10,2.6,15,1,10,2.6,6,2,10,2.6,14,1,10,2.6,388,3,10,2.6
Feb-21,10,3,9,2.2,98,2,9,2.2,206,4,9,2.2,16,2,9,2.2,1,0,9,2.2,15,2,9,2.2,9,3,9,2.2,15,2,9,2.2,418,3,9,2.2
Feb-21,9,3,5,1.2,70,2,5,1.2,171,4,5,1.2,19,3,5,1.2,4,2,5,1.2,17,2,5,1.2,6,3,5,1.2,12,1,5,1.2,404,3,5,1.2
Feb-21,5,2,13,4.5,101,3,13,4.5,143,3,13,4.5,4,1,13,4.5,1,1,13,4.5,18,1,13,4.5,8,5,13,4.5,8,1,13,4.5,291,2,13,4.5
Feb-21,5,1,8,2.5,96,2,8,2.5,208,4,8,2.5,6,1,8,2.5,20,7,8,2.5,18,3,8,2.5,8,2,8,2.5,16,2,8,2.5,326,3,8,2.5
Feb-21,4,1,11,2.5,83,2,11,2.5,193,4,11,2.5,23,3,11,2.5,7,2,11,2.5,20,2,11,2.5,6,2,11,2.5,13,1,11,2.5,446,3,11,2.5
Feb-21,4,1,13,3.3,108,3,13,3.3,229,3,13,3.3,5,1,13,3.3,7,3,13,3.3,27,2,13,3.3,5,2,13,3.3,11,1,13,3.3,396,3,13,3.3
Feb-21,4,1,16,3.6,115,3,16,3.6,201,4,16,3.6,20,3,16,3.6,1,0,16,3.6,28,2,16,3.6,7,2,16,3.6,32,3,16,3.6,443,3,16,3.6
Feb-21,3,1,15,3.8,97,2,15,3.8,195,3,15,3.8,14,2,15,3.8,2,1,15,3.8,23,2,15,3.8,3,1,15,3.8,11,1,15,3.8,391,3,15,3.8
Feb-21,7,2,8,2,64,2,8,2,170,4,8,2,10,2,8,2,2,1,8,2,18,3,8,2,3,2,8,2,16,2,8,2,406,3,8,2
Feb-21,4,1,5,1.4,65,2,5,1.4,128,3,5,1.4,22,4,5,1.4,1,0,5,1.4,30,2,5,1.4,3,2,5,1.4,10,1,5,1.4,350,3,5,1.4
Feb-21,4,1,7,2.1,92,2,7,2.1,151,4,7,2.1,2,0,7,2.1,1,0,7,2.1,7,1,7,2.1,6,3,7,2.1,24,2,7,2.1,327,2,7,2.1
Feb-21,6,2,7,1.9,98,2,7,1.9,192,4,7,1.9,16,2,7,1.9,2,1,7,1.9,16,2,7,1.9,4,2,7,1.9,10,1,7,1.9,366,3,7,1.9
Feb-21,8,2,18,4.5,118,3,18,4.5,214,4,18,4.5,7,1,18,4.5,4,1,18,4.5,12,1,18,4.5,3,1,18,4.5,10,1,18,4.5,399,3,18,4.5
Feb-21,2,1,5,1.2,103,2,5,1.2,228,4,5,1.2,14,2,5,1.2,,,5,1.2,14,1,5,1.2,7,2,5,1.2,12,1,5,1.2,428,3,5,1.2
Feb-21,5,1,5,1.2,117,2,5,1.2,247,4,5,1.2,14,2,5,1.2,1,0,5,1.2,20,2,5,1.2,6,1,5,1.2,14,2,5,1.2,410,3,5,1.2
Feb-21,3,1,11,2.3,98,2,11,2.3,203,4,11,2.3,9,2,11,2.3,1,0,11,2.3,13,1,11,2.3,1,1,11,2.3,12,1,11,2.3,470,3,11,2.3
Feb-21,7,2,5,1.2,82,2,5,1.2,240,6,5,1.2,5,1,5,1.2,4,2,5,1.2,8,1,5,1.2,6,3,5,1.2,26,2,5,1.2,407,3,5,1.2
Feb-21,5,2,8,2.1,155,3,8,2.1,302,5,8,2.1,8,1,8,2.1,4,1,8,2.1,17,3,8,2.1,2,1,8,2.1,22,2,8,2.1,385,3,8,2.1
Mar-21,7,2,8,1.4,143,3,8,1.4,304,5,8,1.4,10,1,8,1.4,7,3,8,1.4,13,1,8,1.4,6,2,8,1.4,18,2,8,1.4,585,4,8,1.4
Mar-21,4,1,7,1.4,133,3,7,1.4,364,6,7,1.4,10,1,7,1.4,2,1,7,1.4,18,1,7,1.4,4,2,7,1.4,7,1,7,1.4,515,3,7,1.4
Mar-21,10,2,5,0.8,147,3,5,0.8,385,6,5,0.8,9,1,5,0.8,3,1,5,0.8,10,1,5,0.8,5,2,5,0.8,30,3,5,0.8,614,4,5,0.8
Mar-21,8,2,7,1.1,150,4,7,1.1,319,6,7,1.1,13,2,7,1.1,4,2,7,1.1,26,3,7,1.1,7,3,7,1.1,21,2,7,1.1,619,4,7,1.1
Mar-21,5,2,6,0.9,100,3,6,0.9,262,6,6,0.9,11,2,6,0.9,9,3,6,0.9,16,2,6,0.9,9,3,6,0.9,19,2,6,0.9,635,5,6,0.9
Mar-21,7,3,10,1.9,133,3,10,1.9,353,7,10,1.9,6,1,10,1.9,8,4,10,1.9,20,2,10,1.9,5,2,10,1.9,21,2,10,1.9,540,4,10,1.9
Mar-21,7,2,11,1.8,180,4,11,1.8,478,8,11,1.8,9,1,11,1.8,4,1,11,1.8,26,3,11,1.8,4,2,11,1.8,32,2,11,1.8,606,4,11,1.8
Mar-21,10,3,14,1.7,168,3,14,1.7,517,8,14,1.7,16,2,14,1.7,9,3,14,1.7,16,1,14,1.7,12,4,14,1.7,5,0,14,1.7,845,5,14,1.7
Mar-21,12,3,13,1.4,160,3,13,1.4,633,10,13,1.4,17,2,13,1.4,6,2,13,1.4,26,2,13,1.4,16,6,13,1.4,23,2,13,1.4,912,5,13,1.4
Mar-21,10,2,7,0.7,211,4,7,0.7,583,8,7,0.7,16,2,7,0.7,12,4,7,0.7,26,2,7,0.7,17,5,7,0.7,38,3,7,0.7,1018,6,7,0.7
