Date,Confirmed cases Barisal,Case rate Barisal,Deaths Barisal,Death Rate Barisal,Confirmed cases CTG,Case rate CTG,Deaths CTG,Death Rate CTG,Confirmed cases DHK,Case rate DHK,Deaths DHK,Death Rate DHK,Confirmed cases Khulna,Case rate Khulna,Deaths Khulna,Death Rate Khulna,Confirmed cases MMsingh,Case rate MMsingh,Deaths MMsingh,Death Rate MMsingh,Confirmed cases Rajshahi,Case rate Rajshahi,Deaths Rajshahi,Death Rate Rajshahi,Confirmed cases Rangpur,Case rate Rangpur,Deaths Rangpur,Death Rate Rangpur,Confirmed cases Sylhet,Case rate Sylhet,Deaths Sylhet,Death Rate Sylhet,Confirmed cases allover Bangladesh,Case rate allover Bangladesh,Deaths allover Bangladesh,Death Rate allover Bangladesh
Mar-21,13,3,6,0.6,199,4,6,0.6,703,11,6,0.6,22,3,6,0.6,10,4,6,0.6,37,2,6,0.6,17,5,6,0.6,19,1,6,0.6,1051,6,6,0.6
Mar-21,9,3,13,1.2,148,4,13,1.2,597,11,13,1.2,9,2,13,1.2,4,2,13,1.2,19,2,13,1.2,9,5,13,1.2,19,2,13,1.2,1066,7,13,1.2
Mar-21,10,3,12,1.2,205,4,12,1.2,736,12,12,1.2,39,6,12,1.2,3,1,12,1.2,30,2,12,1.2,8,3,12,1.2,24,2,12,1.2,1014,6,12,1.2
Mar-21,19,5,18,1.6,287,6,18,1.6,1090,14,18,1.6,21,3,18,1.6,8,3,18,1.6,31,4,18,1.6,26,7,18,1.6,44,3,18,1.6,1159,7,18,1.6
Mar-21,23,6,26,1.5,267,5,26,1.5,1074,13,26,1.5,46,5,26,1.5,3,1,26,1.5,40,2,26,1.5,24,5,26,1.5,34,3,26,1.5,1773,9,26,1.5
Mar-21,24,4,26,1.5,243,5,26,1.5,1205,13,26,1.5,42,5,26,1.5,8,2,26,1.5,40,3,26,1.5,18,4,26,1.5,36,3,26,1.5,1719,8,26,1.5
Mar-21,27,6,11,0.6,260,5,11,0.6,1210,15,11,0.6,46,6,11,0.6,12,3,11,0.6,54,4,11,0.6,26,6,11,0.6,59,4,11,0.6,1865,8,11,0.6
Mar-21,33,7,16,0.7,343,7,16,0.7,1337,16,16,0.7,32,4,16,0.7,11,3,16,0.7,69,7,16,0.7,24,6,16,0.7,62,5,16,0.7,2187,10,16,0.7
Mar-21,19,4,18,0.9,270,6,18,0.9,1203,16,18,0.9,29,4,18,0.9,13,4,18,0.9,89,6,18,0.9,12,4,18,0.9,28,2,18,0.9,1899,10,18,0.9
Mar-21,17,5,26,1.4,270,6,26,1.4,1321,17,26,1.4,36,5,26,1.4,17,6,26,1.4,54,5,26,1.4,11,3,26,1.4,29,2,26,1.4,1868,9,26,1.4
Mar-21,47,10,22,1,385,7,22,1,1561,16,22,1,52,6,22,1,29,6,22,1,56,5,22,1,17,5,22,1,94,7,22,1,2172,10,22,1
Mar-21,55,11,30,1.1,541,9,30,1.1,2235,20,30,1.1,52,6,30,1.1,26,7,30,1.1,103,8,30,1.1,24,6,30,1.1,107,6,30,1.1,2809,11,30,1.1
Mar-21,58,11,18,0.5,439,8,18,0.5,2197,20,18,0.5,61,6,18,0.5,27,7,18,0.5,82,5,18,0.5,36,6,18,0.5,78,5,18,0.5,3554,14,18,0.5
Mar-21,55,8,25,0.7,397,7,25,0.7,2356,20,25,0.7,64,5,25,0.7,34,7,25,0.7,126,7,25,0.7,55,11,25,0.7,91,6,25,0.7,3567,13,25,0.7
Mar-21,49,8,34,0.9,604,9,34,0.9,2715,19,34,0.9,61,7,34,0.9,25,5,34,0.9,88,6,34,0.9,57,9,34,0.9,82,5,34,0.9,3587,13,34,0.9
Mar-21,30,6,33,0.9,426,8,33,0.9,2167,23,33,0.9,84,9,33,0.9,24,5,33,0.9,84,7,33,0.9,25,7,33,0.9,59,5,33,0.9,3737,14,33,0.9
Mar-21,53,11,39,1.1,420,8,39,1.1,2914,26,39,1.1,23,4,39,1.1,25,9,39,1.1,123,12,39,1.1,49,12,39,1.1,60,5,39,1.1,3674,15,39,1.1
Mar-21,80,16,35,0.9,599,10,35,0.9,3332,25,35,0.9,123,15,35,0.9,36,9,35,0.9,96,7,35,0.9,38,10,35,0.9,122,9,35,0.9,3908,18,35,0.9
Mar-21,80,18,45,0.9,585,11,45,0.9,3465,26,45,0.9,84,8,45,0.9,35,9,45,0.9,133,9,45,0.9,47,12,45,0.9,116,8,45,0.9,5181,18,45,0.9
Mar-21,69,14,45,0.9,636,12,45,0.9,3741,29,45,0.9,93,9,45,0.9,58,12,45,0.9,163,11,45,0.9,54,15,45,0.9,94,7,45,0.9,5042,19,45,0.9
Mar-21,82,15,52,1,682,12,52,1,4777,31,52,1,56,8,52,1,51,14,52,1,147,10,52,1,47,10,52,1,116,9,52,1,5358,20,52,1
Apr-21,113,19,59,0.9,979,16,59,0.9,5178,29,59,0.9,135,14,59,0.9,51,12,59,0.9,157,10,59,0.9,44,11,59,0.9,138,11,59,0.9,6469,23,59,0.9
Apr-21,89,19,50,0.7,605,12,50,0.7,3472,31,50,0.7,160,22,50,0.7,51,12,50,0.7,121,11,50,0.7,51,13,50,0.7,93,7,50,0.7,6830,23,50,0.7
Apr-21,120,20,58,1,794,13,58,1,4972,30,58,1,139,17,58,1,60,12,58,1,180,15,58,1,71,15,58,1,77,6,58,1,5683,24,58,1
Apr-21,120,20,53,0.7,945,14,53,0.7,4782,28,53,0.7,158,19,53,0.7,77,13,53,0.7,193,12,53,0.7,49,9,53,0.7,124,8,53,0.7,7087,23,53,0.7
Apr-21,158,24,52,0.7,851,13,52,0.7,5009,29,52,0.7,165,14,52,0.7,82,19,52,0.7,195,9,52,0.7,73,15,52,0.7,138,8,52,0.7,7075,23,52,0.7
Apr-21,202,27,66,0.9,1068,16,66,0.9,4916,29,66,0.9,195,19,66,0.9,132,23,66,0.9,213,10,66,0.9,106,21,66,0.9,189,11,66,0.9,7213,21,66,0.9
Apr-21,160,24,63,0.8,1005,15,63,0.8,5065,27,63,0.8,175,17,63,0.8,98,18,63,0.8,267,18,63,0.8,82,17,63,0.8,159,10,63,0.8,7626,22,63,0.8
Apr-21,104,17,74,1.1,1031,16,74,1.1,5138,28,74,1.1,238,22,74,1.1,71,14,74,1.1,248,17,74,1.1,87,18,74,1.1,160,11,74,1.1,6854,21,74,1.1
Apr-21,111,24,63,0.8,789,13,63,0.8,4102,27,63,0.8,230,20,63,0.8,54,12,63,0.8,226,14,63,0.8,72,16,63,0.8,222,17,63,0.8,7462,24,63,0.8
Apr-21,121,24,77,1.4,740,13,77,1.4,4192,27,77,1.4,106,18,77,1.4,51,10,77,1.4,310,19,77,1.4,73,15,77,1.4,144,10,77,1.4,5343,20,77,1.4
Apr-21,150,23,78,1.3,973,15,78,1.3,3762,24,78,1.3,208,18,78,1.3,67,13,78,1.3,213,21,78,1.3,90,18,78,1.3,134,10,78,1.3,5819,20,78,1.3
Apr-21,109,19,83,1.2,916,12,83,1.2,3717,23,83,1.2,253,20,83,1.2,66,11,83,1.2,279,17,83,1.2,76,15,83,1.2,149,11,83,1.2,7201,21,83,1.2
Apr-21,143,33,69,1.1,766,18,69,1.1,3558,26,69,1.1,212,20,69,1.1,101,17,69,1.1,313,16,69,1.1,58,14,69,1.1,169,22,69,1.1,6028,18,69,1.1
Apr-21,107,26,96,1.9,499,19,96,1.9,2953,26,96,1.9,237,22,96,1.9,112,35,96,1.9,232,15,96,1.9,59,15,96,1.9,70,21,96,1.9,5185,21,96,1.9
Apr-21,66,18,94,2.2,613,25,94,2.2,2462,25,94,2.2,80,13,94,2.2,81,36,94,2.2,184,16,94,2.2,85,22,94,2.2,103,28,94,2.2,4192,21,94,2.2
Apr-21,115,20,101,2.3,498,19,101,2.3,2105,23,101,2.3,188,16,101,2.3,69,18,101,2.3,220,19,101,2.3,68,16,101,2.3,67,20,101,2.3,4417,23,101,2.3
Apr-21,135,31,101,2.9,514,18,101,2.9,2156,22,101,2.9,113,19,101,2.9,64,18,101,2.9,210,22,101,2.9,75,18,101,2.9,85,17,101,2.9,3473,21,101,2.9
Apr-21,164,25,102,2.8,778,15,102,2.8,2462,20,102,2.8,175,19,102,2.8,78,14,102,2.8,240,22,102,2.8,83,18,102,2.8,142,18,102,2.8,3698,19,102,2.8
Apr-21,99,19,112,2.6,703,13,112,2.6,2386,19,112,2.6,187,17,112,2.6,30,7,112,2.6,218,16,112,2.6,85,18,112,2.6,146,14,112,2.6,4271,18,112,2.6
Apr-21,150,30,91,2,735,13,91,2,2465,18,91,2,242,19,91,2,80,16,91,2,246,12,91,2,89,20,91,2,156,13,91,2,4559,17,91,2
Apr-21,126,26,95,2.2,679,12,95,2.2,2425,19,95,2.2,154,14,95,2.2,87,14,95,2.2,246,13,95,2.2,72,16,95,2.2,146,13,95,2.2,4280,15,95,2.2
Apr-21,82,15,98,2.4,706,13,98,2.4,1853,17,98,2.4,106,12,98,2.4,35,7,98,2.4,184,11,98,2.4,63,13,98,2.4,149,16,98,2.4,4014,15,98,2.4
Apr-21,92,23,88,2.4,498,12,88,2.4,1432,14,88,2.4,186,21,88,2.4,27,8,88,2.4,168,11,88,2.4,71,20,88,2.4,132,13,88,2.4,3629,14,88,2.4
Apr-21,91,23,83,3.1,405,12,83,3.1,1313,15,83,3.1,100,21,83,3.1,32,13,83,3.1,145,12,83,3.1,18,5,83,3.1,32,5,83,3.1,2697,13,83,3.1
Apr-21,77,15,101,3.5,507,10,101,3.5,2012,16,101,3.5,163,16,101,3.5,49,8,101,3.5,202,14,101,3.5,69,17,101,3.5,92,8,101,3.5,2922,13,101,3.5
Apr-21,83,17,97,2.9,690,12,97,2.9,1806,14,97,2.9,86,10,97,2.9,49,9,97,2.9,181,10,97,2.9,53,15,97,2.9,92,9,97,2.9,3306,13,97,2.9
Apr-21,95,21,78,2.6,612,11,78,2.6,1454,12,78,2.6,161,16,78,2.6,47,10,78,2.6,124,7,78,2.6,58,13,78,2.6,94,9,78,2.6,3031,13,78,2.6
Apr-21,81,18,77,2.6,481,10,77,2.6,1369,11,77,2.6,83,12,77,2.6,57,11,77,2.6,177,12,77,2.6,52,11,77,2.6,114,14,77,2.6,2955,10,77,2.6
Apr-21,58,13,88,3.8,522,10,88,3.8,1189,12,88,3.8,148,15,88,3.8,42,10,88,3.8,141,13,88,3.8,56,13,88,3.8,101,8,88,3.8,2341,9,88,3.8
Apr-21,57,15,57,2.6,379,10,57,2.6,761,10,57,2.6,108,15,57,2.6,25,7,57,2.6,121,8,57,2.6,32,14,57,2.6,57,7,57,2.6,2177,10,57,2.6
May-21,62,10,60,4.1,242,7,60,4.1,811,11,60,4.1,45,9,60,4.1,19,6,60,4.1,94,9,60,4.1,46,14,60,4.1,60,8,60,4.1,1452,10,60,4.1
May-21,83,15,69,5.1,332,8,69,5.1,733,9,69,5.1,64,13,69,5.1,25,7,69,5.1,131,9,69,5.1,30,14,69,5.1,72,9,69,5.1,1359,10,69,5.1
May-21,49,11,65,3.7,468,10,65,3.7,900,10,65,3.7,141,15,65,3.7,31,8,65,3.7,131,8,65,3.7,49,16,65,3.7,113,11,65,3.7,1739,9,65,3.7
May-21,52,12,61,3.2,377,8,61,3.2,860,10,61,3.2,84,11,61,3.2,65,12,61,3.2,116,6,61,3.2,58,13,61,3.2,105,10,61,3.2,1914,9,61,3.2
May-21,65,13,50,2.9,499,11,50,2.9,869,9,50,2.9,77,11,50,2.9,59,11,50,2.9,129,7,50,2.9,32,9,50,2.9,91,10,50,2.9,1742,9,50,2.9
May-21,33,8,41,2.3,439,9,41,2.3,968,11,41,2.3,51,9,41,2.3,30,7,41,2.3,98,8,41,2.3,22,8,41,2.3,83,8,41,2.3,1822,8,41,2.3
May-21,61,16,37,2.2,300,8,37,2.2,506,8,37,2.2,77,10,37,2.2,51,15,37,2.2,84,6,37,2.2,39,10,37,2.2,68,7,37,2.2,1682,10,37,2.2
May-21,34,6,45,3.5,310,9,45,3.5,644,10,45,3.5,59,13,45,3.5,37,10,45,3.5,97,8,45,3.5,20,10,45,3.5,57,7,45,3.5,1285,9,45,3.5
May-21,26,5,56,4,429,10,56,4,677,9,56,4,89,11,56,4,33,9,56,4,84,9,56,4,37,13,56,4,99,10,56,4,1386,8,56,4
May-21,45,11,38,2.5,300,8,38,2.5,526,9,38,2.5,96,13,38,2.5,16,5,38,2.5,94,17,38,2.5,37,14,38,2.5,194,13,38,2.5,1514,9,38,2.5
May-21,30,8,33,2.7,306,8,33,2.7,499,7,33,2.7,51,10,33,2.7,32,10,33,2.7,108,9,33,2.7,24,11,33,2.7,91,8,33,2.7,1230,9,33,2.7
May-21,38,13,40,3.5,409,12,40,3.5,458,9,40,3.5,93,15,40,3.5,22,9,40,3.5,86,5,40,3.5,39,16,40,3.5,58,14,40,3.5,1140,7,40,3.5
May-21,33,13,31,2.4,265,11,31,2.4,343,9,31,2.4,73,21,31,2.4,11,5,31,2.4,96,13,31,2.4,21,12,31,2.4,58,14,31,2.4,1290,10,31,2.4
May-21,25,20,26,3.1,85,7,26,3.1,89,6,26,3.1,17,35,26,3.1,4,3,26,3.1,52,19,26,3.1,,,26,3.1,17,8,26,3.1,848,11,26,3.1
May-21,10,8,22,8.4,84,5,22,8.4,141,5,22,8.4,26,13,22,8.4,8,9,22,8.4,56,23,22,8.4,9,7,22,8.4,13,4,22,8.4,261,7,22,8.4
May-21,25,11,25,6.9,169,7,25,6.9,262,5,25,6.9,53,20,25,6.9,13,8,25,6.9,67,27,25,6.9,22,14,25,6.9,51,12,25,6.9,363,7,25,6.9
May-21,47,13,32,4.6,356,9,32,4.6,461,6,32,4.6,100,15,32,4.6,14,5,32,4.6,115,16,32,4.6,35,15,32,4.6,67,8,32,4.6,698,7,32,4.6
May-21,32,8,30,2.4,456,9,30,2.4,481,6,30,2.4,157,17,30,2.4,19,5,30,2.4,151,9,30,2.4,33,14,30,2.4,110,16,30,2.4,1272,8,30,2.4
May-21,21,6,37,2.3,391,13,37,2.3,446,5,37,2.3,147,16,37,2.3,25,5,37,2.3,122,8,37,2.3,57,13,37,2.3,76,13,37,2.3,1608,8,37,2.3
May-21,37,9,36,2.5,359,9,36,2.5,508,7,36,2.5,155,17,36,2.5,17,4,36,2.5,163,10,36,2.5,51,13,36,2.5,102,15,36,2.5,1457,7,36,2.5
May-21,28,8,26,1.7,281,11,26,1.7,338,7,26,1.7,100,14,26,1.7,22,7,26,1.7,118,7,26,1.7,47,12,26,1.7,78,12,26,1.7,1504,8,26,1.7
May-21,25,7,38,3.7,334,12,38,3.7,374,6,38,3.7,74,20,38,3.7,18,5,38,3.7,139,10,38,3.7,33,12,38,3.7,42,11,38,3.7,1028,8,38,3.7
May-21,29,8,28,2.1,409,12,28,2.1,474,6,28,2.1,127,15,28,2.1,34,10,28,2.1,203,21,28,2.1,45,14,28,2.1,86,15,28,2.1,1354,9,28,2.1
May-21,55,14,25,1.7,407,13,25,1.7,420,6,25,1.7,160,20,25,1.7,40,10,25,1.7,167,10,25,1.7,54,13,25,1.7,133,17,25,1.7,1441,8,25,1.7
May-21,19,5,40,2.4,406,12,40,2.4,474,6,40,2.4,167,17,40,2.4,58,12,40,2.4,265,16,40,2.4,57,14,40,2.4,91,15,40,2.4,1675,10,40,2.4
May-21,22,3,17,1.1,263,10,17,1.1,428,7,17,1.1,150,20,17,1.1,39,11,17,1.1,172,19,17,1.1,41,11,17,1.1,69,12,17,1.1,1497,9,17,1.1
May-21,47,5,22,1.7,379,12,22,1.7,349,6,22,1.7,81,16,22,1.7,41,12,22,1.7,235,21,22,1.7,34,10,22,1.7,40,9,22,1.7,1292,8,22,1.7
May-21,130,29,31,2.3,230,9,31,2.3,374,7,31,2.3,140,17,31,2.3,41,12,31,2.3,75,8,31,2.3,31,12,31,2.3,103,18,31,2.3,1358,9,31,2.3
May-21,53,6,38,3.6,374,13,38,3.6,409,7,38,3.6,125,23,38,3.6,34,12,38,3.6,282,16,38,3.6,58,17,38,3.6,47,11,38,3.6,1043,8,38,3.6
May-21,20,2,34,2.4,402,12,34,2.4,442,6,34,2.4,204,21,34,2.4,45,12,34,2.4,234,29,34,2.4,70,17,34,2.4,109,19,34,2.4,1444,10,34,2.4
May-21,54,7,36,2.1,513,15,36,2.1,444,6,36,2.1,228,22,36,2.1,44,10,36,2.1,294,16,36,2.1,55,12,36,2.1,84,12,36,2.1,1710,9,36,2.1
Jun-21,28,8,41,2.3,369,11,41,2.3,418,5,41,2.3,232,21,41,2.3,27,8,41,2.3,341,14,41,2.3,82,18,41,2.3,118,16,41,2.3,1765,10,41,2.3
Jun-21,54,13,34,1.7,467,14,34,1.7,337,5,34,1.7,206,22,34,1.7,43,12,34,1.7,293,14,34,1.7,85,19,34,1.7,71,11,34,1.7,1988,10,34,1.7
Jun-21,78,10,30,1.8,454,13,30,1.8,469,6,30,1.8,320,29,30,1.8,78,19,30,1.8,266,20,30,1.8,55,12,30,1.8,76,12,30,1.8,1687,10,30,1.8
Jun-21,36,10,34,1.8,239,9,34,1.8,342,7,34,1.8,250,23,34,1.8,33,9,34,1.8,295,24,34,1.8,64,12,34,1.8,91,16,34,1.8,1887,10,34,1.8
Jun-21,18,6,43,3,309,12,43,3,361,6,43,3,167,21,43,3,32,12,43,3,385,24,43,3,100,23,43,3,53,10,43,3,1447,11,43,3
Jun-21,36,10,38,2.3,299,10,38,2.3,476,7,38,2.3,262,25,38,2.3,37,9,38,2.3,312,29,38,2.3,81,17,38,2.3,54,12,38,2.3,1676,11,38,2.3
Jun-21,48,12,30,1.5,341,10,30,1.5,589,9,30,1.5,413,31,30,1.5,32,7,30,1.5,356,20,30,1.5,110,24,30,1.5,71,10,30,1.5,1970,11,30,1.5
Jun-21,53,16,44,1.9,353,10,44,1.9,560,9,44,1.9,469,37,44,1.9,39,9,44,1.9,467,20,44,1.9,109,24,44,1.9,94,12,44,1.9,2322,12,44,1.9
Jun-21,26,7,36,1.4,406,12,36,1.4,629,9,36,1.4,415,33,36,1.4,50,11,36,1.4,375,16,36,1.4,114,24,36,1.4,102,15,36,1.4,2537,12,36,1.4
Jun-21,26,6,40,1.6,392,12,40,1.6,625,9,40,1.6,551,36,40,1.6,74,13,40,1.6,375,23,40,1.6,113,23,40,1.6,96,16,40,1.6,2576,13,40,1.6
Jun-21,28,8,43,1.8,231,11,43,1.8,467,9,43,1.8,383,31,43,1.8,31,8,43,1.8,273,21,43,1.8,104,24,43,1.8,50,12,43,1.8,2454,13,43,1.8
Jun-21,36,10,39,2.4,362,13,39,2.4,610,10,39,2.4,354,36,39,2.4,49,12,39,2.4,298,25,39,2.4,141,28,39,2.4,73,11,39,2.4,1637,14,39,2.4
Jun-21,52,12,47,1.9,608,18,47,1.9,795,11,47,1.9,548,38,47,1.9,59,12,47,1.9,380,30,47,1.9,140,27,47,1.9,87,13,47,1.9,2436,13,47,1.9
Jun-21,26,8,54,1.8,468,13,54,1.8,934,12,54,1.8,714,38,54,1.8,72,11,54,1.8,468,20,54,1.8,137,27,54,1.8,101,12,54,1.8,3050,15,54,1.8
Jun-21,45,11,50,1.5,561,15,50,1.5,960,12,50,1.5,680,39,50,1.5,67,15,50,1.5,464,27,50,1.5,411,32,50,1.5,91,10,50,1.5,3319,14,50,1.5
Jun-21,50,13,60,1.5,458,12,60,1.5,1133,14,60,1.5,659,40,60,1.5,77,13,60,1.5,466,22,60,1.5,197,27,60,1.5,102,14,60,1.5,3956,17,60,1.5
Jun-21,65,17,63,1.6,528,15,63,1.6,1157,14,63,1.6,798,41,63,1.6,125,21,63,1.6,517,23,63,1.6,222,36,63,1.6,89,15,63,1.6,3840,15,63,1.6
Jun-21,75,26,54,1.4,313,12,54,1.4,867,15,54,1.4,513,38,54,1.4,75,13,54,1.4,557,21,54,1.4,130,31,54,1.4,68,12,54,1.4,3883,19,54,1.4
Jun-21,108,16,67,2.2,421,14,67,2.2,999,15,67,2.2,484,30,67,2.2,86,14,67,2.2,570,28,67,2.2,151,34,67,2.2,126,18,67,2.2,3057,18,67,2.2
Jun-21,95,24,82,2.3,537,16,82,2.3,1446,16,82,2.3,691,37,82,2.3,130,21,82,2.3,592,44,82,2.3,156,40,82,2.3,83,11,82,2.3,3641,16,82,2.3
Jun-21,91,22,78,1.7,734,18,78,1.7,1477,16,78,1.7,739,42,78,1.7,111,17,78,1.7,524,24,78,1.7,145,28,78,1.7,119,15,78,1.7,4636,19,78,1.7
Jun-21,103,23,76,1.6,711,19,76,1.6,1720,20,76,1.6,616,46,76,1.6,124,19,76,1.6,702,22,76,1.6,724,36,76,1.6,138,17,76,1.6,4846,19,76,1.6
Jun-21,116,30,85,1.5,713,18,85,1.5,2073,20,85,1.5,680,48,85,1.5,120,19,85,1.5,569,22,85,1.5,387,32,85,1.5,138,18,85,1.5,5727,20,85,1.5
Jun-21,108,22,81,1.3,836,19,81,1.3,2155,20,81,1.3,1069,58,81,1.3,116,18,81,1.3,674,30,81,1.3,244,39,81,1.3,189,21,81,1.3,6058,20,81,1.3
Jun-21,71,22,108,1.8,460,16,108,1.8,1507,19,108,1.8,642,42,108,1.8,109,17,108,1.8,378,23,108,1.8,133,29,108,1.8,140,16,108,1.8,5869,21,108,1.8
Jun-21,139,31,77,1.8,815,20,77,1.8,2041,23,77,1.8,910,59,77,1.8,230,33,77,1.8,726,34,77,1.8,325,51,77,1.8,81,13,77,1.8,4334,23,77,1.8
Jun-21,174,33,119,2.3,1211,26,119,2.3,2743,23,119,2.3,1059,55,119,2.3,222,34,119,2.3,691,33,119,2.3,404,50,119,2.3,227,24,119,2.3,5268,22,119,2.3
Jun-21,162,34,104,1.2,988,20,104,1.2,2768,26,104,1.2,1116,54,104,1.2,231,34,104,1.2,913,29,104,1.2,368,40,104,1.2,257,25,104,1.2,8364,24,104,1.2
Jun-21,174,36,112,1.5,1177,23,112,1.5,2958,25,112,1.5,987,57,112,1.5,281,45,112,1.5,837,33,112,1.5,343,43,112,1.5,234,26,112,1.5,7666,24,112,1.5
Jun-21,163,38,115,1.3,1311,28,115,1.3,2843,29,115,1.3,726,53,115,1.3,213,31,115,1.3,847,32,115,1.3,559,34,115,1.3,183,24,115,1.3,8822,25,115,1.3
Jul-21,161,34,143,1.7,761,26,143,1.7,2253,34,143,1.7,559,61,143,1.7,195,40,143,1.7,488,36,143,1.7,322,43,143,1.7,275,32,143,1.7,8301,26,143,1.7
Jul-21,2,4,132,1.6,163,19,132,1.6,403,26,132,1.6,100,38,132,1.6,18,23,132,1.6,53,11,132,1.6,40,51,132,1.6,3,10,132,1.6,8483,28,132,1.6
